OX371314.1	chr1A
CAMZJZ010001492.1	contig_361
CAMZJZ010001493.1	contig_1377
CAMZJZ010001494.1	contig_1832
CAMZJZ010001495.1	contig_2728
CAMZJZ010001496.1	contig_1903
CAMZJZ010001497.1	contig_2604
CAMZJZ010001498.1	contig_1191
CAMZJZ010001499.1	contig_1712
CAMZJZ010001500.1	contig_753
CAMZJZ010001501.1	contig_2317
CAMZJZ010001502.1	contig_2272
CAMZJZ010001503.1	contig_692
CAMZJZ010001504.1	contig_2934
CAMZJZ010001505.1	contig_1601
CAMZJZ010001506.1	contig_2120
CAMZJZ010001507.1	contig_2425
CAMZJZ010001508.1	contig_3025
CAMZJZ010001509.1	contig_874
CAMZJZ010001510.1	contig_241
CAMZJZ010001511.1	contig_2055
CAMZJZ010001512.1	contig_2653
CAMZJZ010001513.1	contig_1444
CAMZJZ010001514.1	contig_2863
CAMZJZ010001515.1	contig_1974
CAMZJZ010001516.1	contig_2606
CAMZJZ010001517.1	contig_2572
CAMZJZ010001518.1	contig_883
CAMZJZ010001519.1	contig_1959
CAMZJZ010001520.1	contig_1916
CAMZJZ010001521.1	contig_1267
CAMZJZ010001522.1	contig_2381
CAMZJZ010001523.1	contig_1055
CAMZJZ010001524.1	contig_2576
CAMZJZ010001525.1	contig_378
CAMZJZ010001526.1	contig_1580
CAMZJZ010001527.1	contig_2745
CAMZJZ010001528.1	contig_1702
CAMZJZ010001529.1	contig_2150
CAMZJZ010001530.1	contig_1653
CAMZJZ010001531.1	contig_2707
CAMZJZ010001532.1	contig_623
CAMZJZ010001533.1	contig_2522
CAMZJZ010001534.1	contig_611
CAMZJZ010001535.1	contig_2383
CAMZJZ010001536.1	contig_1920
CAMZJZ010001537.1	contig_1406
CAMZJZ010001538.1	contig_1189
CAMZJZ010001539.1	contig_1775
CAMZJZ010001540.1	contig_1685
CAMZJZ010001541.1	contig_1396
CAMZJZ010001542.1	contig_2659
CAMZJZ010001543.1	contig_1379
CAMZJZ010001544.1	contig_956
CAMZJZ010001545.1	contig_2933
CAMZJZ010001546.1	contig_2131
CAMZJZ010001547.1	contig_1964
CAMZJZ010001548.1	contig_685
CAMZJZ010001549.1	contig_1065
CAMZJZ010001550.1	contig_2930
CAMZJZ010001551.1	contig_2798
CAMZJZ010001552.1	contig_2932
CAMZJZ010001553.1	contig_1455
CAMZJZ010001554.1	contig_916
CAMZJZ010001555.1	contig_2044
CAMZJZ010001556.1	contig_344
CAMZJZ010001557.1	contig_1101
CAMZJZ010001558.1	contig_2864
CAMZJZ010001559.1	contig_2735
CAMZJZ010001560.1	contig_2503
CAMZJZ010001561.1	contig_2573
CAMZJZ010001562.1	contig_1477
CAMZJZ010001563.1	contig_2034
CAMZJZ010001564.1	contig_2189
CAMZJZ010001565.1	contig_1849
CAMZJZ010001566.1	contig_542
CAMZJZ010001567.1	contig_970
CAMZJZ010001568.1	contig_1016
CAMZJZ010001569.1	contig_745
CAMZJZ010001570.1	contig_645
CAMZJZ010001571.1	contig_2966
CAMZJZ010001572.1	contig_2954
CAMZJZ010001573.1	contig_2974
CAMZJZ010001574.1	contig_1230
CAMZJZ010001575.1	contig_1162
CAMZJZ010001576.1	contig_1397
CAMZJZ010001577.1	contig_2112
CAMZJZ010001578.1	contig_550
CAMZJZ010001579.1	contig_3017
CAMZJZ010001580.1	contig_1165
CAMZJZ010001581.1	contig_2904
CAMZJZ010001582.1	contig_479
CAMZJZ010001583.1	contig_830
CAMZJZ010001584.1	contig_2913
CAMZJZ010001585.1	contig_2578
CAMZJZ010001586.1	contig_2138
CAMZJZ010001587.1	contig_2908
CAMZJZ010001588.1	contig_3057
CAMZJZ010001589.1	contig_925
CAMZJZ010001590.1	contig_340
CAMZJZ010001591.1	contig_1132
CAMZJZ010001592.1	contig_1014
CAMZJZ010001593.1	contig_2449
CAMZJZ010001594.1	contig_2341
CAMZJZ010001595.1	contig_2862
CAMZJZ010001596.1	contig_1627
CAMZJZ010001597.1	contig_1847
CAMZJZ010001598.1	contig_2963
CAMZJZ010001599.1	contig_1755
CAMZJZ010001600.1	contig_1415
CAMZJZ010001601.1	contig_584
CAMZJZ010001602.1	contig_1405
CAMZJZ010001603.1	contig_2655
CAMZJZ010001604.1	contig_2888
CAMZJZ010001605.1	contig_1674
CAMZJZ010001606.1	contig_303
CAMZJZ010001607.1	contig_1034
CAMZJZ010001608.1	contig_1938
CAMZJZ010001609.1	contig_1121
CAMZJZ010001610.1	contig_1210
CAMZJZ010001611.1	contig_898
CAMZJZ010001612.1	contig_2231
CAMZJZ010001613.1	contig_1682
CAMZJZ010001614.1	contig_201
CAMZJZ010001615.1	contig_1791
CAMZJZ010001616.1	contig_790
CAMZJZ010001617.1	contig_2322
CAMZJZ010001618.1	contig_2057
CAMZJZ010001619.1	contig_2187
CAMZJZ010001620.1	contig_1439
CAMZJZ010001621.1	contig_1117
CAMZJZ010001622.1	contig_1507
CAMZJZ010001623.1	contig_1716
CAMZJZ010001624.1	contig_1746
CAMZJZ010001625.1	contig_2275
CAMZJZ010001626.1	contig_2755
CAMZJZ010001627.1	contig_2257
CAMZJZ010001628.1	contig_131
CAMZJZ010001629.1	contig_2516
CAMZJZ010001630.1	contig_2818
CAMZJZ010001631.1	contig_615
CAMZJZ010001632.1	contig_892
CAMZJZ010001633.1	contig_719
CAMZJZ010001634.1	contig_1633
CAMZJZ010001635.1	contig_2648
CAMZJZ010001636.1	contig_2292
CAMZJZ010001637.1	contig_717
CAMZJZ010001638.1	contig_1641
CAMZJZ010001639.1	contig_2283
CAMZJZ010001640.1	contig_2762
CAMZJZ010001641.1	contig_1566
CAMZJZ010001642.1	contig_2893
CAMZJZ010001643.1	contig_1870
CAMZJZ010001644.1	contig_1485
CAMZJZ010001645.1	contig_918
CAMZJZ010001646.1	contig_2877
CAMZJZ010001647.1	contig_534
CAMZJZ010001648.1	contig_2411
CAMZJZ010001649.1	contig_2529
CAMZJZ010001650.1	contig_3074
CAMZJZ010001651.1	contig_1599
CAMZJZ010001652.1	contig_2238
CAMZJZ010001653.1	contig_2010
CAMZJZ010001654.1	contig_2171
CAMZJZ010001655.1	contig_1697
CAMZJZ010001656.1	contig_1575
CAMZJZ010001657.1	contig_2330
CAMZJZ010001658.1	contig_895
CAMZJZ010001659.1	contig_2873
CAMZJZ010001660.1	contig_1590
CAMZJZ010001661.1	contig_553
CAMZJZ010001662.1	contig_1786
CAMZJZ010001663.1	contig_2722
CAMZJZ010001664.1	contig_2769
CAMZJZ010001665.1	contig_2979
CAMZJZ010001666.1	contig_2950
CAMZJZ010001667.1	contig_2224
CAMZJZ010001668.1	contig_3076
CAMZJZ010001669.1	contig_1004
CAMZJZ010001670.1	contig_903
CAMZJZ010001671.1	contig_2773
CAMZJZ010001672.1	contig_559
CAMZJZ010001673.1	contig_1585
CAMZJZ010001674.1	contig_2842
CAMZJZ010001675.1	contig_861
CAMZJZ010001676.1	contig_2373
CAMZJZ010001677.1	contig_1283
CAMZJZ010001678.1	contig_923
CAMZJZ010001679.1	contig_2376
CAMZJZ010001680.1	contig_2776
CAMZJZ010001681.1	contig_2197
CAMZJZ010001682.1	contig_1176
CAMZJZ010001683.1	contig_1247
CAMZJZ010001684.1	contig_691
CAMZJZ010001685.1	contig_1318
CAMZJZ010001686.1	contig_1430
CAMZJZ010001687.1	contig_1297
CAMZJZ010001688.1	contig_1744
CAMZJZ010001689.1	contig_1795
CAMZJZ010001690.1	contig_1403
CAMZJZ010001691.1	contig_1984
CAMZJZ010001692.1	contig_3027
CAMZJZ010001693.1	contig_2766
CAMZJZ010001694.1	contig_1286
CAMZJZ010001695.1	contig_1314
CAMZJZ010001696.1	contig_1311
CAMZJZ010001697.1	contig_825
CAMZJZ010001698.1	contig_2399
CAMZJZ010001699.1	contig_2308
CAMZJZ010001700.1	contig_2415
CAMZJZ010001701.1	contig_731
CAMZJZ010001702.1	contig_823
CAMZJZ010001703.1	contig_3018
CAMZJZ010001704.1	contig_2823
CAMZJZ010001705.1	contig_2705
CAMZJZ010001706.1	contig_2087
CAMZJZ010001707.1	contig_267
CAMZJZ010001708.1	contig_1001
CAMZJZ010001709.1	contig_2392
CAMZJZ010001710.1	contig_517
CAMZJZ010001711.1	contig_1890
CAMZJZ010001712.1	contig_2473
CAMZJZ010001713.1	contig_1408
CAMZJZ010001714.1	contig_2352
CAMZJZ010001715.1	contig_866
CAMZJZ010001716.1	contig_2008
CAMZJZ010001717.1	contig_2552
CAMZJZ010001718.1	contig_2637
CAMZJZ010001719.1	contig_3002
CAMZJZ010001720.1	contig_409
CAMZJZ010001721.1	contig_2195
CAMZJZ010001722.1	contig_2250
CAMZJZ010001723.1	contig_2019
CAMZJZ010001724.1	contig_2837
CAMZJZ010001725.1	contig_2297
CAMZJZ010001726.1	contig_418
CAMZJZ010001727.1	contig_1521
CAMZJZ010001728.1	contig_1999
CAMZJZ010001729.1	contig_2957
CAMZJZ010001730.1	contig_634
CAMZJZ010001731.1	contig_1357
CAMZJZ010001732.1	contig_1245
CAMZJZ010001733.1	contig_2382
CAMZJZ010001734.1	contig_973
CAMZJZ010001735.1	contig_1801
CAMZJZ010001736.1	contig_2649
CAMZJZ010001737.1	contig_1780
CAMZJZ010001738.1	contig_2074
CAMZJZ010001739.1	contig_872
CAMZJZ010001740.1	contig_714
CAMZJZ010001741.1	contig_2217
CAMZJZ010001742.1	contig_2683
CAMZJZ010001743.1	contig_1977
CAMZJZ010001744.1	contig_1428
CAMZJZ010001745.1	contig_2388
CAMZJZ010001746.1	contig_2691
CAMZJZ010001747.1	contig_2577
CAMZJZ010001748.1	contig_1469
CAMZJZ010001749.1	contig_2585
CAMZJZ010001750.1	contig_2784
CAMZJZ010001751.1	contig_2280
CAMZJZ010001752.1	contig_1066
CAMZJZ010001753.1	contig_3058
CAMZJZ010001754.1	contig_614
CAMZJZ010001755.1	contig_532
CAMZJZ010001756.1	contig_2431
CAMZJZ010001757.1	contig_1750
CAMZJZ010001758.1	contig_2896
CAMZJZ010001759.1	contig_2237
CAMZJZ010001760.1	contig_794
CAMZJZ010001761.1	contig_1093
CAMZJZ010001762.1	contig_2512
CAMZJZ010001763.1	contig_1440
CAMZJZ010001764.1	contig_2426
CAMZJZ010001765.1	contig_1385
CAMZJZ010001766.1	contig_1805
CAMZJZ010001767.1	contig_2612
CAMZJZ010001768.1	contig_2422
CAMZJZ010001769.1	contig_1891
CAMZJZ010001770.1	contig_512
CAMZJZ010001771.1	contig_1978
CAMZJZ010001772.1	contig_1400
CAMZJZ010001773.1	contig_597
CAMZJZ010001774.1	contig_869
CAMZJZ010001775.1	contig_2107
CAMZJZ010001776.1	contig_577
CAMZJZ010001777.1	contig_2521
CAMZJZ010001778.1	contig_3040
CAMZJZ010001779.1	contig_1275
CAMZJZ010001780.1	contig_1502
CAMZJZ010001781.1	contig_454
CAMZJZ010001782.1	contig_2621
CAMZJZ010001783.1	contig_1951
CAMZJZ010001784.1	contig_1038
CAMZJZ010001785.1	contig_1447
CAMZJZ010001786.1	contig_2384
CAMZJZ010001787.1	contig_2764
CAMZJZ010001788.1	contig_1124
CAMZJZ010001789.1	contig_1530
CAMZJZ010001790.1	contig_1879
CAMZJZ010001791.1	contig_977
CAMZJZ010001792.1	contig_289
CAMZJZ010001793.1	contig_2181
CAMZJZ010001794.1	contig_2162
CAMZJZ010001795.1	contig_1620
CAMZJZ010001796.1	contig_748
CAMZJZ010001797.1	contig_671
CAMZJZ010001798.1	contig_2588
CAMZJZ010001799.1	contig_1205
CAMZJZ010001800.1	contig_1387
CAMZJZ010001801.1	contig_2942
CAMZJZ010001802.1	contig_1320
CAMZJZ010001803.1	contig_2510
CAMZJZ010001804.1	contig_2339
CAMZJZ010001805.1	contig_1827
CAMZJZ010001806.1	contig_2964
CAMZJZ010001807.1	contig_413
CAMZJZ010001808.1	contig_2515
CAMZJZ010001809.1	contig_1881
CAMZJZ010001810.1	contig_2926
CAMZJZ010001811.1	contig_2119
CAMZJZ010001812.1	contig_431
CAMZJZ010001813.1	contig_2594
CAMZJZ010001814.1	contig_1728
CAMZJZ010001815.1	contig_1727
CAMZJZ010001816.1	contig_1223
CAMZJZ010001817.1	contig_1764
CAMZJZ010001818.1	contig_1523
CAMZJZ010001819.1	contig_2716
CAMZJZ010001820.1	contig_2907
CAMZJZ010001821.1	contig_2652
CAMZJZ010001822.1	contig_2277
CAMZJZ010001823.1	contig_1989
CAMZJZ010001824.1	contig_818
CAMZJZ010001825.1	contig_3047
CAMZJZ010001826.1	contig_1877
CAMZJZ010001827.1	contig_2021
CAMZJZ010001828.1	contig_398
CAMZJZ010001829.1	contig_2068
CAMZJZ010001830.1	contig_1068
CAMZJZ010001831.1	contig_2014
CAMZJZ010001832.1	contig_2191
CAMZJZ010001833.1	contig_2110
CAMZJZ010001834.1	contig_1388
CAMZJZ010001835.1	contig_1815
CAMZJZ010001836.1	contig_675
CAMZJZ010001837.1	contig_2285
CAMZJZ010001838.1	contig_1085
CAMZJZ010001839.1	contig_1842
CAMZJZ010001840.1	contig_1911
CAMZJZ010001841.1	contig_2603
CAMZJZ010001842.1	contig_639
CAMZJZ010001843.1	contig_1255
CAMZJZ010001844.1	contig_845
CAMZJZ010001845.1	contig_600
CAMZJZ010001846.1	contig_2506
CAMZJZ010001847.1	contig_570
CAMZJZ010001848.1	contig_3007
CAMZJZ010001849.1	contig_2190
CAMZJZ010001850.1	contig_1424
CAMZJZ010001851.1	contig_2410
CAMZJZ010001852.1	contig_488
CAMZJZ010001853.1	contig_1733
CAMZJZ010001854.1	contig_2442
CAMZJZ010001855.1	contig_184
CAMZJZ010001856.1	contig_1758
CAMZJZ010001857.1	contig_854
CAMZJZ010001858.1	contig_2417
CAMZJZ010001859.1	contig_2815
CAMZJZ010001860.1	contig_1770
CAMZJZ010001861.1	contig_1839
CAMZJZ010001862.1	contig_2500
CAMZJZ010001863.1	contig_1552
CAMZJZ010001864.1	contig_1845
CAMZJZ010001865.1	contig_965
CAMZJZ010001866.1	contig_660
CAMZJZ010001867.1	contig_1392
CAMZJZ010001868.1	contig_1002
CAMZJZ010001869.1	contig_628
CAMZJZ010001870.1	contig_2761
CAMZJZ010001871.1	contig_1422
CAMZJZ010001872.1	contig_2687
CAMZJZ010001873.1	contig_1031
CAMZJZ010001874.1	contig_807
CAMZJZ010001875.1	contig_877
CAMZJZ010001876.1	contig_2062
CAMZJZ010001877.1	contig_1913
CAMZJZ010001878.1	contig_2662
CAMZJZ010001879.1	contig_2513
CAMZJZ010001880.1	contig_1323
CAMZJZ010001881.1	contig_1707
CAMZJZ010001882.1	contig_523
CAMZJZ010001883.1	contig_1829
CAMZJZ010001884.1	contig_1345
CAMZJZ010001885.1	contig_2391
CAMZJZ010001886.1	contig_1690
CAMZJZ010001887.1	contig_1817
CAMZJZ010001888.1	contig_890
CAMZJZ010001889.1	contig_1698
CAMZJZ010001890.1	contig_2549
CAMZJZ010001891.1	contig_1851
CAMZJZ010001892.1	contig_2050
CAMZJZ010001893.1	contig_3028
CAMZJZ010001894.1	contig_1341
CAMZJZ010001895.1	contig_669
CAMZJZ010001896.1	contig_2033
CAMZJZ010001897.1	contig_3044
CAMZJZ010001898.1	contig_1882
CAMZJZ010001899.1	contig_875
CAMZJZ010001900.1	contig_1704
CAMZJZ010001901.1	contig_551
CAMZJZ010001902.1	contig_2105
CAMZJZ010001903.1	contig_1327
CAMZJZ010001904.1	contig_2994
CAMZJZ010001905.1	contig_773
CAMZJZ010001906.1	contig_2702
CAMZJZ010001907.1	contig_2830
CAMZJZ010001908.1	contig_1928
CAMZJZ010001909.1	contig_2921
CAMZJZ010001910.1	contig_2641
CAMZJZ010001911.1	contig_1321
CAMZJZ010001912.1	contig_2775
CAMZJZ010001913.1	contig_2813
CAMZJZ010001914.1	contig_679
CAMZJZ010001915.1	contig_2475
CAMZJZ010001916.1	contig_2430
CAMZJZ010001917.1	contig_3021
CAMZJZ010001918.1	contig_887
CAMZJZ010001919.1	contig_2101
CAMZJZ010001920.1	contig_999
CAMZJZ010001921.1	contig_2289
CAMZJZ010001922.1	contig_498
CAMZJZ010001923.1	contig_2779
CAMZJZ010001924.1	contig_2878
CAMZJZ010001925.1	contig_842
CAMZJZ010001926.1	contig_2777
CAMZJZ010001927.1	contig_2444
CAMZJZ010001928.1	contig_2591
CAMZJZ010001929.1	contig_833
CAMZJZ010001930.1	contig_1182
CAMZJZ010001931.1	contig_2326
CAMZJZ010001932.1	contig_2993
CAMZJZ010001933.1	contig_2387
CAMZJZ010001934.1	contig_1994
CAMZJZ010001935.1	contig_1045
CAMZJZ010001936.1	contig_2851
CAMZJZ010001937.1	contig_841
CAMZJZ010001938.1	contig_1658
CAMZJZ010001939.1	contig_1848
CAMZJZ010001940.1	contig_2927
CAMZJZ010001941.1	contig_674
CAMZJZ010001942.1	contig_1630
CAMZJZ010001943.1	contig_700
CAMZJZ010001944.1	contig_2958
CAMZJZ010001945.1	contig_1976
CAMZJZ010001946.1	contig_2920
CAMZJZ010001947.1	contig_2566
CAMZJZ010001948.1	contig_2372
CAMZJZ010001949.1	contig_1865
CAMZJZ010001950.1	contig_1610
CAMZJZ010001951.1	contig_1244
CAMZJZ010001952.1	contig_1526
CAMZJZ010001953.1	contig_275
CAMZJZ010001954.1	contig_969
CAMZJZ010001955.1	contig_1761
CAMZJZ010001956.1	contig_2567
CAMZJZ010001957.1	contig_3042
CAMZJZ010001958.1	contig_2626
CAMZJZ010001959.1	contig_2860
CAMZJZ010001960.1	contig_896
CAMZJZ010001961.1	contig_1510
CAMZJZ010001962.1	contig_192
CAMZJZ010001963.1	contig_1298
CAMZJZ010001964.1	contig_1774
CAMZJZ010001965.1	contig_1588
CAMZJZ010001966.1	contig_2357
CAMZJZ010001967.1	contig_1156
CAMZJZ010001968.1	contig_2871
CAMZJZ010001969.1	contig_1163
CAMZJZ010001970.1	contig_955
CAMZJZ010001971.1	contig_2806
CAMZJZ010001972.1	contig_2752
CAMZJZ010001973.1	contig_1098
CAMZJZ010001974.1	contig_1948
CAMZJZ010001975.1	contig_632
CAMZJZ010001976.1	contig_1604
CAMZJZ010001977.1	contig_1922
CAMZJZ010001978.1	contig_648
CAMZJZ010001979.1	contig_2894
CAMZJZ010001980.1	contig_1087
CAMZJZ010001981.1	contig_1125
CAMZJZ010001982.1	contig_1158
CAMZJZ010001983.1	contig_2089
CAMZJZ010001984.1	contig_1528
CAMZJZ010001985.1	contig_2303
CAMZJZ010001986.1	contig_2729
CAMZJZ010001987.1	contig_1578
CAMZJZ010001988.1	contig_242
CAMZJZ010001989.1	contig_1127
CAMZJZ010001990.1	contig_1692
CAMZJZ010001991.1	contig_2130
CAMZJZ010001992.1	contig_1344
CAMZJZ010001993.1	contig_827
CAMZJZ010001994.1	contig_1942
CAMZJZ010001995.1	contig_972
CAMZJZ010001996.1	contig_812
CAMZJZ010001997.1	contig_1047
CAMZJZ010001998.1	contig_808
CAMZJZ010001999.1	contig_370
CAMZJZ010002000.1	contig_2905
CAMZJZ010002001.1	contig_1742
CAMZJZ010002002.1	contig_2844
CAMZJZ010002003.1	contig_3004
CAMZJZ010002004.1	contig_1290
CAMZJZ010002005.1	contig_2757
CAMZJZ010002006.1	contig_1577
CAMZJZ010002007.1	contig_1826
CAMZJZ010002008.1	contig_1963
CAMZJZ010002009.1	contig_1854
CAMZJZ010002010.1	contig_1943
CAMZJZ010002011.1	contig_2253
CAMZJZ010002012.1	contig_476
CAMZJZ010002013.1	contig_556
CAMZJZ010002014.1	contig_2193
CAMZJZ010002015.1	contig_708
CAMZJZ010002016.1	contig_1726
CAMZJZ010002017.1	contig_2788
CAMZJZ010002018.1	contig_2243
CAMZJZ010002019.1	contig_2109
CAMZJZ010002020.1	contig_1706
CAMZJZ010002021.1	contig_552
CAMZJZ010002022.1	contig_3023
CAMZJZ010002023.1	contig_203
CAMZJZ010002024.1	contig_2620
CAMZJZ010002025.1	contig_2690
CAMZJZ010002026.1	contig_2973
CAMZJZ010002027.1	contig_3012
CAMZJZ010002028.1	contig_832
CAMZJZ010002029.1	contig_726
CAMZJZ010002030.1	contig_388
CAMZJZ010002031.1	contig_2684
CAMZJZ010002032.1	contig_1615
CAMZJZ010002033.1	contig_2264
CAMZJZ010002034.1	contig_1432
CAMZJZ010002035.1	contig_2420
CAMZJZ010002036.1	contig_3009
CAMZJZ010002037.1	contig_834
CAMZJZ010002038.1	contig_1810
CAMZJZ010002039.1	contig_3035
CAMZJZ010002040.1	contig_1935
CAMZJZ010002041.1	contig_3054
CAMZJZ010002042.1	contig_2719
CAMZJZ010002043.1	contig_1287
CAMZJZ010002044.1	contig_1871
CAMZJZ010002045.1	contig_2599
CAMZJZ010002046.1	contig_1025
CAMZJZ010002047.1	contig_1064
CAMZJZ010002048.1	contig_1915
CAMZJZ010002049.1	contig_1787
CAMZJZ010002050.1	contig_2427
CAMZJZ010002051.1	contig_2630
CAMZJZ010002052.1	contig_1380
CAMZJZ010002053.1	contig_2955
CAMZJZ010002054.1	contig_1120
CAMZJZ010002055.1	contig_2507
CAMZJZ010002056.1	contig_595
CAMZJZ010002057.1	contig_953
CAMZJZ010002058.1	contig_2580
CAMZJZ010002059.1	contig_1593
CAMZJZ010002060.1	contig_894
CAMZJZ010002061.1	contig_1843
CAMZJZ010002062.1	contig_544
CAMZJZ010002063.1	contig_366
CAMZJZ010002064.1	contig_2321
CAMZJZ010002065.1	contig_2996
CAMZJZ010002066.1	contig_2116
CAMZJZ010002067.1	contig_1169
CAMZJZ010002068.1	contig_2056
CAMZJZ010002069.1	contig_2812
CAMZJZ010002070.1	contig_1285
CAMZJZ010002071.1	contig_1968
CAMZJZ010002072.1	contig_2820
CAMZJZ010002073.1	contig_2574
CAMZJZ010002074.1	contig_2386
CAMZJZ010002075.1	contig_2144
CAMZJZ010002076.1	contig_3053
CAMZJZ010002077.1	contig_2514
CAMZJZ010002078.1	contig_2781
CAMZJZ010002079.1	contig_2885
CAMZJZ010002080.1	contig_520
CAMZJZ010002081.1	contig_2778
CAMZJZ010002082.1	contig_2656
CAMZJZ010002083.1	contig_1749
CAMZJZ010002084.1	contig_1329
CAMZJZ010002085.1	contig_1023
CAMZJZ010002086.1	contig_893
CAMZJZ010002087.1	contig_1623
CAMZJZ010002088.1	contig_2412
CAMZJZ010002089.1	contig_1436
CAMZJZ010002090.1	contig_881
CAMZJZ010002091.1	contig_2067
CAMZJZ010002092.1	contig_2980
CAMZJZ010002093.1	contig_2870
CAMZJZ010002094.1	contig_2746
CAMZJZ010002095.1	contig_1711
CAMZJZ010002096.1	contig_930
CAMZJZ010002097.1	contig_2053
CAMZJZ010002098.1	contig_935
CAMZJZ010002099.1	contig_3001
CAMZJZ010002100.1	contig_167
CAMZJZ010002101.1	contig_2891
CAMZJZ010002102.1	contig_754
CAMZJZ010002103.1	contig_1835
CAMZJZ010002104.1	contig_1503
CAMZJZ010002105.1	contig_1813
CAMZJZ010002106.1	contig_1013
CAMZJZ010002107.1	contig_1020
CAMZJZ010002108.1	contig_2711
CAMZJZ010002109.1	contig_2528
CAMZJZ010002110.1	contig_2756
CAMZJZ010002111.1	contig_2911
CAMZJZ010002112.1	contig_2385
CAMZJZ010002113.1	contig_2229
CAMZJZ010002114.1	contig_2557
CAMZJZ010002115.1	contig_2018
CAMZJZ010002116.1	contig_557
CAMZJZ010002117.1	contig_2206
CAMZJZ010002118.1	contig_2971
CAMZJZ010002119.1	contig_106
CAMZJZ010002120.1	contig_2936
CAMZJZ010002121.1	contig_1291
CAMZJZ010002122.1	contig_334
CAMZJZ010002123.1	contig_1868
CAMZJZ010002124.1	contig_1141
CAMZJZ010002125.1	contig_1558
CAMZJZ010002126.1	contig_1382
CAMZJZ010002127.1	contig_2914
CAMZJZ010002128.1	contig_976
CAMZJZ010002129.1	contig_801
CAMZJZ010002130.1	contig_2270
CAMZJZ010002131.1	contig_2627
CAMZJZ010002132.1	contig_1498
CAMZJZ010002133.1	contig_1664
CAMZJZ010002134.1	contig_889
CAMZJZ010002135.1	contig_2947
CAMZJZ010002136.1	contig_1231
CAMZJZ010002137.1	contig_1367
CAMZJZ010002138.1	contig_1346
CAMZJZ010002139.1	contig_1760
CAMZJZ010002140.1	contig_1039
CAMZJZ010002141.1	contig_2642
CAMZJZ010002142.1	contig_2739
CAMZJZ010002143.1	contig_2750
CAMZJZ010002144.1	contig_2848
CAMZJZ010002145.1	contig_48
CAMZJZ010002146.1	contig_2825
CAMZJZ010002147.1	contig_2299
CAMZJZ010002148.1	contig_1197
CAMZJZ010002149.1	contig_1929
CAMZJZ010002150.1	contig_1776
CAMZJZ010002151.1	contig_516
CAMZJZ010002152.1	contig_2667
CAMZJZ010002153.1	contig_2854
CAMZJZ010002154.1	contig_1790
CAMZJZ010002155.1	contig_471
CAMZJZ010002156.1	contig_682
CAMZJZ010002157.1	contig_2294
CAMZJZ010002158.1	contig_321
CAMZJZ010002159.1	contig_2727
CAMZJZ010002160.1	contig_1802
CAMZJZ010002161.1	contig_3030
CAMZJZ010002162.1	contig_1663
CAMZJZ010002163.1	contig_2519
CAMZJZ010002164.1	contig_1766
CAMZJZ010002165.1	contig_2730
CAMZJZ010002166.1	contig_2919
CAMZJZ010002167.1	contig_2795
CAMZJZ010002168.1	contig_2632
CAMZJZ010002169.1	contig_2704
CAMZJZ010002170.1	contig_2307
CAMZJZ010002171.1	contig_2843
CAMZJZ010002172.1	contig_847
CAMZJZ010002173.1	contig_2819
CAMZJZ010002174.1	contig_946
CAMZJZ010002175.1	contig_2225
CAMZJZ010002176.1	contig_1763
CAMZJZ010002177.1	contig_2221
CAMZJZ010002178.1	contig_1106
CAMZJZ010002179.1	contig_2106
CAMZJZ010002180.1	contig_1897
CAMZJZ010002181.1	contig_2093
CAMZJZ010002182.1	contig_2012
CAMZJZ010002183.1	contig_1348
CAMZJZ010002184.1	contig_900
CAMZJZ010002185.1	contig_2027
CAMZJZ010002186.1	contig_2586
CAMZJZ010002187.1	contig_1228
CAMZJZ010002188.1	contig_260
CAMZJZ010002189.1	contig_1239
CAMZJZ010002190.1	contig_285
CAMZJZ010002191.1	contig_1524
CAMZJZ010002192.1	contig_1372
CAMZJZ010002193.1	contig_1609
CAMZJZ010002194.1	contig_2569
CAMZJZ010002195.1	contig_2789
CAMZJZ010002196.1	contig_2969
CAMZJZ010002197.1	contig_1754
CAMZJZ010002198.1	contig_2177
CAMZJZ010002199.1	contig_3000
CAMZJZ010002200.1	contig_2742
CAMZJZ010002201.1	contig_1962
CAMZJZ010002202.1	contig_2835
CAMZJZ010002203.1	contig_2334
CAMZJZ010002204.1	contig_1466
CAMZJZ010002205.1	contig_2720
CAMZJZ010002206.1	contig_1926
CAMZJZ010002207.1	contig_1153
CAMZJZ010002208.1	contig_1860
CAMZJZ010002209.1	contig_210
CAMZJZ010002210.1	contig_2011
CAMZJZ010002211.1	contig_1177
CAMZJZ010002212.1	contig_989
CAMZJZ010002213.1	contig_2052
CAMZJZ010002214.1	contig_1468
CAMZJZ010002215.1	contig_776
CAMZJZ010002216.1	contig_1953
CAMZJZ010002217.1	contig_1229
CAMZJZ010002218.1	contig_1970
CAMZJZ010002219.1	contig_2783
CAMZJZ010002220.1	contig_2081
CAMZJZ010002221.1	contig_1937
CAMZJZ010002222.1	contig_2532
CAMZJZ010002223.1	contig_2398
CAMZJZ010002224.1	contig_180
CAMZJZ010002225.1	contig_2607
CAMZJZ010002226.1	contig_727
CAMZJZ010002227.1	contig_2360
CAMZJZ010002228.1	contig_2636
CAMZJZ010002229.1	contig_1756
CAMZJZ010002230.1	contig_2287
CAMZJZ010002231.1	contig_2436
CAMZJZ010002232.1	contig_1160
CAMZJZ010002233.1	contig_1858
CAMZJZ010002234.1	contig_1991
CAMZJZ010002235.1	contig_1146
