CHH;LD;Loading
205931541;LD2;0.000163056474764187
205967581;LD2;0.000279070742752989
205967800;LD2;0.000495340418195412
205967838;LD2;0.000520888390786413
206021272;LD2;0.000218375940338017
206021277;LD2;0.000263165223721806
206021278;LD2;2.06699810102955e-05
206021393;LD2;4.03551059652392e-05
206021406;LD2;0.000243608543238702
206021416;LD2;5.24384495899744e-05
206035450;LD2;0.000103591614210727
206035496;LD2;2.41394175783218e-06
206035497;LD2;0.000122990591572117
206035554;LD2;1.5761527112156e-07
206082380;LD2;2.99504203900511e-06
206082390;LD2;2.7534386337736e-05
206082404;LD2;1.83785617425972e-05
206082501;LD2;0.000135133182718927
206082592;LD2;1.25622440684521e-06
206082600;LD2;0.000161045379085705
206082603;LD2;2.73502021749344e-05
206082634;LD2;1.91374838378899e-06
206172401;LD2;6.71807710281436e-05
206172443;LD2;1.17094855023251e-05
206172490;LD2;0.000543313356550345
206172514;LD2;0.000200500981410066
206172544;LD2;0.00020333866312617
206239878;LD2;0.00343475287923761
206239882;LD2;0.000158880890653653
206309672;LD2;3.58955953730789e-05
206309673;LD2;8.24093026286591e-05
206309713;LD2;1.26188387842232e-07
206313318;LD2;4.47671971401659e-05
206313340;LD2;9.06180570566033e-05
206313344;LD2;5.41081918691121e-07
206313379;LD2;1.40435371282996e-05
206313383;LD2;0.000303158469663752
206313391;LD2;2.78145476036813e-07
206317741;LD2;2.40210847907959e-06
206317752;LD2;6.80175229773139e-05
206317765;LD2;9.342639353287e-05
206317895;LD2;3.52956750257453e-05
206387822;LD2;2.97756084011283e-13
206387827;LD2;0
206387849;LD2;0
206387855;LD2;3.98742409275608e-09
206387859;LD2;1.04829860356757e-10
206387861;LD2;2.45317694230795e-09
206387873;LD2;0
206387874;LD2;3.15561423429176e-07
206387876;LD2;0
206387880;LD2;5.2223644551804e-09
206387887;LD2;1.13405990335544e-07
206387894;LD2;1.82857249432171e-07
206387902;LD2;3.52614542438108e-09
206387905;LD2;0
206387906;LD2;3.93052297230416e-08
206387909;LD2;0
206387910;LD2;7.8424585291957e-09
206387911;LD2;0
206387912;LD2;0
206387918;LD2;6.07380365921926e-10
206387920;LD2;7.86927321960123e-08
206387921;LD2;4.90237197737659e-09
206387922;LD2;3.64782943210347e-10
206387925;LD2;0
206387935;LD2;1.46138699397793e-08
206387939;LD2;1.38629413313203e-08
206387941;LD2;2.31574919989742e-09
206387943;LD2;4.21770262604931e-12
206387945;LD2;5.24266536973985e-13
206387947;LD2;2.21970314867041e-05
206387967;LD2;4.34435726900879e-09
206387989;LD2;2.09229303260842e-07
206387997;LD2;1.86662037635e-10
206387999;LD2;4.90023191892229e-09
206388002;LD2;1.58869423689972e-08
206388010;LD2;2.48255963248403e-10
206388011;LD2;2.94362296575646e-10
206388026;LD2;1.56982419248388e-12
206388032;LD2;3.59305540605545e-10
206388036;LD2;6.4271904890912e-07
206388038;LD2;0
206388043;LD2;6.17022453277513e-09
206388048;LD2;1.46394950964263e-08
206388049;LD2;1.88987239125618e-12
206388050;LD2;0
206388054;LD2;3.38788172144093e-08
206388056;LD2;2.07100489993919e-09
206388060;LD2;2.35905425690278e-08
206388067;LD2;2.55750062378835e-10
206388069;LD2;2.68684335614425e-08
206388071;LD2;6.69092702886453e-08
206388082;LD2;0
206388083;LD2;4.31090099809558e-08
206388084;LD2;2.46433907289767e-10
206388088;LD2;6.29847748458156e-09
206394160;LD2;6.23300446115238e-06
206394234;LD2;7.3769117756513e-05
206419918;LD2;0.000658320435018292
206419992;LD2;0.000144740297681297
206420004;LD2;4.47804487412585e-05
206425907;LD2;3.37018776772267e-10
206425913;LD2;2.05956559657733e-11
206425930;LD2;3.96342659057873e-10
206425941;LD2;4.70390763857437e-10
206425945;LD2;3.39946847845015e-09
206425948;LD2;1.38067197652111e-08
206425975;LD2;2.9786920089122e-09
206425978;LD2;2.24937625227443e-09
206425989;LD2;2.08089885643929e-10
206425990;LD2;4.48164444206889e-09
206426001;LD2;1.58745409665086e-08
206426002;LD2;1.6700178387821e-07
206426011;LD2;1.33924824360103e-08
206426012;LD2;7.37154107148272e-08
206426013;LD2;1.19187372818408e-12
206426014;LD2;1.07909021137184e-10
206426024;LD2;4.27816343238939e-08
206426057;LD2;1.41259283482357e-08
206426058;LD2;2.92014272645796e-09
206426059;LD2;1.13419174665311e-09
206426066;LD2;7.00075606768319e-09
206426070;LD2;1.07068624807919e-09
206426075;LD2;9.43181904162253e-10
206426079;LD2;1.84690659091907e-08
206426082;LD2;1.86177791236441e-09
206426090;LD2;1.91012203282263e-09
206426092;LD2;4.55830558770784e-10
206426096;LD2;2.92871958408406e-10
206426104;LD2;1.857065218642e-08
206426105;LD2;5.6114360832879e-08
206426108;LD2;1.55234855557113e-09
206426109;LD2;3.83576944883275e-10
206426113;LD2;1.06679768955444e-09
206426114;LD2;2.7541649023536e-09
206426116;LD2;5.65396743785129e-10
206426123;LD2;1.21162089301624e-09
206426131;LD2;7.51493527746531e-11
206426132;LD2;3.0977297282076e-09
206426133;LD2;1.57666535272355e-07
206426140;LD2;4.66769651090768e-09
206426142;LD2;1.57258037354444e-09
206426145;LD2;3.73323475270333e-07
206426156;LD2;5.14744439270698e-14
206426166;LD2;3.09370532030298e-09
206443623;LD2;8.78714731499184e-08
206443749;LD2;7.64993369181736e-05
206466758;LD2;0.000159339833409842
206466837;LD2;1.19900283019647e-05
206466930;LD2;0.000236247458193348
206537206;LD2;5.91475686915841e-05
206537236;LD2;0.00063391167566972
206537285;LD2;1.44583135473657e-05
206537346;LD2;3.4463742359598e-06
206537378;LD2;0.000264186684387741
206562198;LD2;0.000259149658262858
206562200;LD2;2.86031878801297e-05
206562410;LD2;0.000428838532547466
206562422;LD2;0.00115775944929601
206562428;LD2;2.05204434008948e-05
206562431;LD2;3.84213243707213e-06
206604545;LD2;0.000949924534469151
206604557;LD2;0.000107228081720598
206604575;LD2;5.7210608475541e-05
206612510;LD2;7.38666252529749e-05
206612644;LD2;0.000858745921580615
206612672;LD2;4.48194815772587e-05
206632511;LD2;4.22354150090629e-05
206634799;LD2;2.40611037090013e-05
206634936;LD2;0.000483331657098409
206634941;LD2;2.24362509903751e-05
206634953;LD2;1.14311229841354e-05
206681201;LD2;0.000197605585849468
206681261;LD2;0.000326723566831946
206681265;LD2;0.000271031583551524
206681279;LD2;0.000194822752171012
206733114;LD2;2.7483061330349e-05
206733235;LD2;0.000473884152503061
206792560;LD2;0.000182780482917715
206792714;LD2;0.000101165974300318
206792715;LD2;0.000171570021768102
206792725;LD2;0.00010637211102133
206792736;LD2;0.000452342683004228
206848863;LD2;2.46774842054405e-06
206848879;LD2;8.33709229473071e-05
206848880;LD2;5.18044572790251e-06
206848904;LD2;2.62182149719712e-05
206848924;LD2;2.34934450242934e-05
206848988;LD2;4.54085395295018e-06
206848997;LD2;0.000245094450403057
206849052;LD2;3.75616361523613e-06
206882861;LD2;2.2745544143916e-05
206882926;LD2;1.28459657185284e-05
206882956;LD2;4.81074678110218e-06
206882977;LD2;0.000624171942011948
206883014;LD2;2.34795429197554e-05
206883032;LD2;0.000603691418254003
206883047;LD2;3.54473703461884e-06
206883056;LD2;1.31499545643768e-05
206883112;LD2;0.00183798482513715
206883130;LD2;0.00039722176735694
206900936;LD2;8.66618956452544e-07
206900999;LD2;1.22171004984262e-07
206901005;LD2;7.25590277860661e-05
206901009;LD2;3.95074238540535e-05
206901083;LD2;0.000105507594616419
206954678;LD2;0.000131682309020343
206954728;LD2;8.4922273880121e-09
206954919;LD2;3.10508717842696e-05
206968888;LD2;7.39035897208992e-05
206968930;LD2;1.04464511235496e-06
206968974;LD2;0.000111562279769747
207002022;LD2;0.000314768808911909
207002044;LD2;0.000136329294379207
207002087;LD2;4.65472196721022e-06
207002095;LD2;0.000196895373584396
207002170;LD2;0.0022946557853119
207002196;LD2;0.000153658974416669
207002236;LD2;0.000938926533760478
207002255;LD2;4.6218951102343e-05
207037111;LD2;0.000158403835239331
207037118;LD2;0.000247893056905921
207037205;LD2;0.00026966209096807
207037251;LD2;0.000513241036447361
207037292;LD2;8.267643698672e-05
207037293;LD2;0.00029082946633449
207037295;LD2;0.000219289008883776
207037296;LD2;0.000196786164400609
207038842;LD2;3.69570218679912e-05
207038858;LD2;0.000103585870042949
207038864;LD2;0.000127617743025111
207038892;LD2;8.81731389185516e-05
207038954;LD2;0.000125256827683881
207038964;LD2;0.000191282327436514
207038972;LD2;8.01225391219804e-05
207118184;LD2;0.000315505365065509
207118282;LD2;4.93501802527707e-06
207118335;LD2;0.000155798464985334
207118353;LD2;0.00012382676421542
207118383;LD2;0.000298037450884989
207150546;LD2;7.22414932258371e-06
207150600;LD2;0.000915601244442851
207150613;LD2;3.97581365352352e-05
207150635;LD2;0.00118729632217101
207150658;LD2;0.00114363362075841
207150667;LD2;0.00011126903496792
207150684;LD2;0.000658271552258897
207150687;LD2;0.00168014777260339
207150721;LD2;6.97313996269325e-05
207150735;LD2;0.00155589900315954
207183089;LD2;2.09718796545232e-05
207183119;LD2;7.34258249521567e-09
207187386;LD2;1.82439721888276e-06
207187435;LD2;3.18752385561461e-06
207209761;LD2;0.000108437334317777
207276720;LD2;0.00112382896179731
207276743;LD2;0.000146425769622113
207276775;LD2;0.000188975373802069
207276814;LD2;0.000207753708726442
207276854;LD2;1.63020947872627e-05
207276863;LD2;0.000153509685461426
207276906;LD2;0.000248679741527343
207276957;LD2;0.000124050316191853
207283321;LD2;8.81848223985601e-05
207283500;LD2;0.000197516141728646
207283514;LD2;9.21339797845641e-05
207309226;LD2;3.04034885797651e-05
207309260;LD2;1.60960680383878e-05
207309262;LD2;4.67777354921167e-07
207309272;LD2;5.19297705493592e-06
207309273;LD2;9.39711420728405e-05
207309274;LD2;1.72862857612717e-05
207309277;LD2;1.02643575118526e-05
207309355;LD2;3.59231880259964e-06
207339282;LD2;0.00021603284005442
207339316;LD2;0.000401787766137682
207339361;LD2;2.52071134337992e-05
207339435;LD2;8.9128807455779e-05
207339540;LD2;2.21651538716223e-06
207363225;LD2;1.53390052521956e-08
207363229;LD2;4.46366705497558e-07
207363234;LD2;7.4210455589787e-07
207363259;LD2;3.89490810146863e-05
207363260;LD2;2.44024610637203e-05
207363262;LD2;5.2266199755445e-05
207363263;LD2;4.82470595264654e-05
207363268;LD2;6.49484153556166e-05
207363272;LD2;8.10361917645967e-05
207363277;LD2;0.000104007946687245
207363308;LD2;1.88233364840795e-05
207363313;LD2;4.86818167147866e-05
207363361;LD2;2.64141068397214e-06
207363396;LD2;2.18158307439358e-07
207363407;LD2;1.48274127380052e-06
207363409;LD2;3.85365323682106e-07
207363412;LD2;2.78245111116959e-06
207363429;LD2;6.39041487772516e-06
207363432;LD2;1.54472047376166e-05
207363442;LD2;8.72982692248742e-05
207363447;LD2;1.19016580552296e-06
207363459;LD2;4.44484438465802e-05
207363462;LD2;1.15244904618643e-05
207373031;LD2;1.87650818823238e-05
207373048;LD2;0.000440257008498823
207373079;LD2;1.72903108015117e-05
207373160;LD2;1.24620100465296e-05
207373233;LD2;3.33937268749632e-06
207373247;LD2;1.8122281716876e-05
207373271;LD2;4.05737027420231e-05
207400758;LD2;0.000149115083267166
207400759;LD2;5.54223792742232e-05
207400770;LD2;0.000232467786487993
207400889;LD2;0.000328393690136975
207400962;LD2;0.000106365271130824
207427243;LD2;0.000972077315805335
207427308;LD2;0.000118365301660325
207427320;LD2;3.30400764096943e-06
207427321;LD2;8.0484327532676e-05
207427325;LD2;9.10522670634882e-06
207433684;LD2;0.000242437660426849
207433689;LD2;0.000141270526987769
207433703;LD2;1.49472869211282e-05
207433780;LD2;0.000142255157970092
207433826;LD2;3.66337745496502e-05
207433828;LD2;5.67203868708517e-05
207433842;LD2;1.47010761889957e-05
207433850;LD2;1.49362127428254e-05
207433862;LD2;9.22885365161503e-05
207433910;LD2;0.000156998534746845
207442321;LD2;7.28411781862723e-05
207497606;LD2;3.81518545532805e-05
207497619;LD2;4.15643742095974e-06
207497717;LD2;0.000491043656091581
207497784;LD2;0.000364433470287431
207497792;LD2;4.18737338973606e-05
207497806;LD2;0.000151183241685859
207511640;LD2;4.36169559892754e-05
207553726;LD2;3.81426116608355e-07
207553770;LD2;1.7083506133062e-05
207553876;LD2;1.7665466836999e-06
207566690;LD2;2.73442408324513e-05
207566694;LD2;1.22959547053425e-05
207566705;LD2;4.60220228371141e-05
207587626;LD2;3.23359713408007e-05
207587662;LD2;1.09333599745803e-05
207587688;LD2;0.000373853598519632
207587807;LD2;5.01793434776239e-08
207587879;LD2;9.02287927671576e-08
207608831;LD2;0.00032757738771835
207608849;LD2;8.39107326046139e-06
207608867;LD2;1.65467540790678e-05
207608948;LD2;0.000402718833868034
207609048;LD2;0.000151166858631253
207609050;LD2;2.63441828167659e-05
207669541;LD2;1.60326649323257e-05
207669550;LD2;0.00177126534025837
207669553;LD2;0.000116589209125591
207669556;LD2;0.000378271635578052
207669588;LD2;4.85674037922189e-05
207669592;LD2;0.000579286466599097
207669657;LD2;3.47041235713708e-05
207669734;LD2;0.000532313149699702
207816594;LD2;1.37444170565809e-06
207816632;LD2;4.48287264846238e-05
207816635;LD2;1.36052518450511e-05
207827827;LD2;9.23140620291027e-05
207827836;LD2;0.000156182134171452
207827879;LD2;4.74172971373997e-05
207860702;LD2;3.43509389250605e-05
207860750;LD2;0.000182730744437593
207860751;LD2;1.29886396280117e-05
207860760;LD2;1.01286352740908e-05
207860768;LD2;5.03886569139774e-05
207860775;LD2;3.26790884139322e-05
207860776;LD2;1.65752297461905e-05
207860777;LD2;1.58052430563713e-05
207860842;LD2;2.39198919821466e-05
207860878;LD2;3.89526115953852e-05
207869073;LD2;0.000202466558359278
208004052;LD2;4.74404114697745e-05
208004214;LD2;1.29116966870033e-05
208004220;LD2;5.02163342878303e-05
208004232;LD2;1.92671870235933e-05
208004237;LD2;0.000118093564412328
208020139;LD2;3.3310542877232e-05
208078314;LD2;2.65843084387454e-06
208078348;LD2;5.12151534610634e-06
208078457;LD2;1.20407742470396e-06
208078525;LD2;0.000181845858937058
208078543;LD2;1.77308946751065e-06
208078545;LD2;3.87114801403427e-05
208091638;LD2;0.000151616332790028
208091650;LD2;6.06354894911332e-08
208091695;LD2;6.51167866142854e-10
208091706;LD2;9.30363107252567e-05
208091707;LD2;9.6933203682253e-06
208091708;LD2;6.05173439122481e-06
208091713;LD2;0.00012621892297191
208091749;LD2;2.0411125226959e-06
208091751;LD2;4.40903560817256e-06
208091765;LD2;3.11851200716507e-07
208091787;LD2;0.000127327994734433
208091879;LD2;2.7262026948477e-05
208114875;LD2;0.000118098094495906
208114885;LD2;0.000104815421125347
208114909;LD2;5.29938512473744e-05
208118901;LD2;9.31811003577869e-05
208118998;LD2;2.96798795804119e-05
208119016;LD2;2.00698990480424e-05
208119031;LD2;3.68888353753645e-06
208119041;LD2;5.14259658244192e-05
208119042;LD2;6.53428287836885e-05
208119043;LD2;5.39539387380754e-05
208119044;LD2;3.09989002734375e-06
208119057;LD2;8.14457969435416e-05
208146314;LD2;0.000448261064623229
208146335;LD2;0.000285725765631707
208146350;LD2;3.24913483318798e-05
208146376;LD2;0.00110667497294247
208146456;LD2;0.000174066403708686
208222633;LD2;0.000593708347681495
208222698;LD2;7.16120254748633e-08
208262759;LD2;0.000120093098743147
208262947;LD2;0.000167187844793684
208262970;LD2;8.56163021127556e-05
208279334;LD2;5.53558475150023e-05
208279360;LD2;1.21179374534131e-06
208279456;LD2;2.70551785176823e-06
208312518;LD2;4.89669828896527e-05
208312521;LD2;4.34683191606746e-05
208312561;LD2;1.85196786687241e-06
208312579;LD2;3.89016943564981e-05
208312592;LD2;5.266665783066e-06
208312613;LD2;1.59818247097132e-05
208312642;LD2;3.96424151952249e-05
208312655;LD2;4.22014362108517e-06
208312676;LD2;1.4864866847757e-05
208396937;LD2;1.15081080761138e-05
208396954;LD2;3.43778535510434e-05
208396966;LD2;2.72954517592298e-05
208448266;LD2;0.000222763640976676
208448283;LD2;0.00130706351547186
208448329;LD2;6.42971284324609e-06
208448339;LD2;0.00019540411139574
208448340;LD2;0.000107964537330296
208448376;LD2;3.61243051513396e-05
208448389;LD2;1.77795511825321e-05
208448425;LD2;0.000132282408249302
208448435;LD2;3.08899506184324e-06
208448475;LD2;2.3575766785153e-05
208448490;LD2;0.000522055971226629
208456951;LD2;0.00027549462802622
208456972;LD2;9.93288822205138e-05
208471089;LD2;3.51012445129702e-06
208471092;LD2;6.82452546420174e-05
208471097;LD2;8.32156702416025e-05
208471101;LD2;3.72959022797189e-05
208471107;LD2;4.43547217335628e-06
208471111;LD2;2.34837237801676e-05
208471208;LD2;0.000565313510118085
208471216;LD2;7.98371068583787e-06
208471222;LD2;0.000183316382935379
208471235;LD2;0.000395604126136729
208471288;LD2;0.00139673324132485
208471942;LD2;0.000258755157060564
208471959;LD2;0.000207589862493582
208471972;LD2;8.89333892913319e-06
208471979;LD2;0.00053100463395125
208472004;LD2;3.00831416816449e-05
208472006;LD2;4.98989446608362e-05
208472021;LD2;0.000316947757210679
208472022;LD2;0.000299146393345445
208472099;LD2;0.000363158608743172
208472151;LD2;1.30111940790598e-07
208513743;LD2;9.16050603760841e-06
208513745;LD2;5.46891231709787e-06
208572667;LD2;1.04112615167927e-08
208572700;LD2;0.000549115558960365
208572713;LD2;0.000113360060925753
208572715;LD2;3.68179433363478e-07
208572717;LD2;6.99248335019751e-06
208572727;LD2;3.80172108302724e-07
208572737;LD2;8.04720772211784e-05
208583007;LD2;0.00015389196232346
208596869;LD2;7.5199484425482e-05
208596890;LD2;2.63181756060575e-05
208596891;LD2;4.73102583675127e-09
208596893;LD2;7.60652802831867e-06
208596897;LD2;0.000115292758382189
208596901;LD2;9.82071793518692e-05
208596903;LD2;7.46074750463587e-05
208596912;LD2;0.000118475895659896
208610416;LD2;4.39689605304201e-05
208610417;LD2;1.03297361819971e-05
208610446;LD2;2.79274724864388e-05
208610469;LD2;5.43507426235659e-05
208610490;LD2;5.01271130777469e-05
208610501;LD2;0.000332135259457803
208610602;LD2;6.95454214572845e-05
208634903;LD2;6.99183144493063e-05
208635071;LD2;1.23857561936325e-05
208637851;LD2;0.00135270149440417
208637854;LD2;0.000165006517620871
208637872;LD2;1.80591544741597e-05
208637883;LD2;1.55295339115545e-05
208637904;LD2;4.80699623991611e-08
208637960;LD2;0.00131066707038391
208637963;LD2;0.000168306322248174
208637981;LD2;1.80406653369695e-05
208637992;LD2;1.286503830214e-05
208638013;LD2;1.2909964985571e-08
208638064;LD2;1.20409246614944e-06
208669925;LD2;8.04237549618265e-05
208670155;LD2;0.000916483710739641
208670159;LD2;0.000731139588578092
208670161;LD2;0.000212767090531454
208735235;LD2;5.74178970870603e-06
208735238;LD2;9.72587200735274e-05
208735419;LD2;0.000343575831377264
208735426;LD2;0.000204326895805955
208735435;LD2;8.98977366981577e-05
208809878;LD2;1.83062897711417e-05
208809896;LD2;9.76511163202087e-05
208809979;LD2;2.22045717678744e-05
208842900;LD2;1.05299862947677e-05
208843163;LD2;7.38617644814744e-06
208870116;LD2;1.83862277576814e-09
208870264;LD2;0.00010225627059746
208870345;LD2;2.29883111659154e-05
208870362;LD2;1.74887844231815e-05
208880925;LD2;0.000216593729296068
208880943;LD2;0.000489655014680445
208918516;LD2;5.90902604992362e-06
208918518;LD2;9.45783242114514e-06
208918678;LD2;1.91473190605183e-05
208918696;LD2;1.28529222587437e-06
208918697;LD2;0.000227603854613112
208918701;LD2;3.51619832139018e-05
208919056;LD2;1.74773537594305e-05
208919064;LD2;0.000331330239949617
208919141;LD2;9.40287785622411e-07
208919146;LD2;7.35649498451338e-05
208919209;LD2;4.81209287617057e-08
208919275;LD2;1.81945437040028e-05
208923700;LD2;1.88823302243154e-05
208923773;LD2;2.27416882143134e-05
208923789;LD2;0.00048279493432114
208923802;LD2;0.00222842895929248
208923845;LD2;5.65044576315e-07
208923853;LD2;0.000289843537632232
208923890;LD2;3.1505091519363e-05
208923912;LD2;2.42942699759496e-05
208923917;LD2;3.5406557396838e-05
208925037;LD2;3.67873389857828e-05
208925047;LD2;2.37159029525563e-10
208925051;LD2;4.41664403555413e-11
208925052;LD2;4.08087906010731e-08
208925055;LD2;1.57610261266855e-09
208925070;LD2;1.0083926005496e-08
208925080;LD2;5.42399722499755e-10
208925087;LD2;5.57517179703432e-09
208925101;LD2;6.86135040737777e-11
208925105;LD2;2.12219110223022e-08
208925113;LD2;1.85642691490797e-08
208925118;LD2;3.18225209927717e-09
208925123;LD2;6.52345210499187e-10
208925130;LD2;6.53881385205785e-09
208925141;LD2;1.60655901173185e-08
208925150;LD2;3.47540147655617e-09
208925153;LD2;2.37963280689207e-08
208925154;LD2;6.09547681048229e-08
208925159;LD2;1.6984375296964e-06
208925162;LD2;3.41230786853184e-10
208925178;LD2;1.07759429341306e-07
208925190;LD2;2.09072368868696e-09
208925194;LD2;4.47601709906499e-08
208925206;LD2;1.13310537149101e-08
208925210;LD2;1.41986543108492e-08
208925215;LD2;7.09441583682602e-09
208925219;LD2;6.06267454250436e-10
208925238;LD2;2.24469817386264e-08
208925246;LD2;2.75083252880438e-09
208925247;LD2;0
208925249;LD2;1.8530769191789e-07
208925262;LD2;0
208925264;LD2;4.44404115664787e-11
208925270;LD2;8.93870085755695e-10
208925273;LD2;3.97645596273936e-09
208925275;LD2;0
208925280;LD2;0
208925291;LD2;0
208925294;LD2;1.25768879143945e-10
208925298;LD2;7.37202079921141e-07
208925302;LD2;1.1235393047542e-10
208925306;LD2;2.67485192369556e-09
208928384;LD2;5.39005085608782e-06
208928389;LD2;1.24010550862194e-05
208928400;LD2;4.73842682523522e-06
208928456;LD2;2.42592293964392e-06
208928489;LD2;3.12973872886246e-05
208928515;LD2;1.79708917904336e-05
208928547;LD2;0.00018840212862545
208957415;LD2;1.12338537379156e-08
208957435;LD2;0.000655882037118626
208957455;LD2;3.18362029426979e-08
208957456;LD2;2.34205635146535e-05
208957468;LD2;3.93106303691246e-07
208957483;LD2;2.68009045325832e-05
208957663;LD2;3.18406634081782e-05
208985493;LD2;9.0154897097694e-05
208985508;LD2;7.5436354580905e-05
208985542;LD2;3.54349994973441e-05
208985558;LD2;7.68207026985289e-05
208989527;LD2;6.72061975096319e-05
208989529;LD2;3.36247064129367e-05
208989535;LD2;4.52005760537613e-05
208989538;LD2;0.00047057911681186
208989544;LD2;0.000348328037826164
208989545;LD2;0.000185063009810591
208989548;LD2;0.000301437287896409
208989549;LD2;0.000446678840884443
208989550;LD2;0.000261882034491458
208989552;LD2;8.75078381418127e-05
208989576;LD2;0.000127631516071473
208989725;LD2;0.000926344209833767
208989729;LD2;0.000497983975056174
209167436;LD2;9.45313122957713e-05
209167479;LD2;9.38848395142839e-06
209167536;LD2;7.52175115631392e-06
209167557;LD2;0.000476876506874027
209167564;LD2;0.000577723313302627
209169740;LD2;0.000141117404506836
209169753;LD2;0.000238223118676366
209169835;LD2;5.53421467142362e-05
209206991;LD2;1.1734403951257e-06
209209122;LD2;0.000173412161433306
209209229;LD2;0.000548720221907506
209209233;LD2;0.000205557883436995
209209240;LD2;5.83031435037199e-05
209209247;LD2;2.06600099961797e-05
209261942;LD2;2.96599463070734e-05
209279866;LD2;1.28440695014315e-05
209279894;LD2;0.000124773420592058
209279900;LD2;6.73439511986829e-06
209279912;LD2;0.000271477422934939
209279913;LD2;3.21945229147975e-05
209279917;LD2;0.000298489868846074
209279937;LD2;5.34603207502172e-06
209283314;LD2;2.03639522887333e-06
209283339;LD2;2.24300602760151e-05
209283402;LD2;1.76962331486327e-05
209283521;LD2;2.03201249702738e-05
209309767;LD2;3.58425269612642e-05
209309770;LD2;0.000282519024113751
209309781;LD2;5.36661993636011e-06
209309782;LD2;9.47874709656398e-06
209309792;LD2;2.27055164366774e-07
209309873;LD2;3.37765533884048e-07
209309906;LD2;2.78925022302486e-05
209372250;LD2;1.93105695912152e-06
209372317;LD2;4.2007495209992e-05
209372324;LD2;0.000227825174414191
209372460;LD2;0.000241290005369614
209375500;LD2;0.000132350701304576
209375506;LD2;7.70835808614887e-06
209375645;LD2;9.4041418288539e-05
209375657;LD2;5.27952229403847e-05
209375671;LD2;3.46353762521392e-05
209375731;LD2;2.32245946294322e-05
209375739;LD2;4.84433771242756e-06
209388077;LD2;2.26135380130553e-05
209388133;LD2;0.000599740740361668
209388139;LD2;7.70514666914687e-06
209388141;LD2;3.72697917592488e-06
209388143;LD2;6.32743710741436e-05
209388154;LD2;4.59689859192488e-06
209388168;LD2;1.48171065401041e-06
209388169;LD2;5.19905877366011e-05
209388171;LD2;0.000233595565814331
209422800;LD2;0.000358328403360691
209422822;LD2;0.000651199484758941
209422955;LD2;0.000847337780902394
209423066;LD2;1.16771554617919e-06
209437782;LD2;0.000538978464512801
209437910;LD2;0.000943761356713759
209437938;LD2;7.81229011986064e-06
209437992;LD2;0.000580162120462164
209441901;LD2;0.000216313436456447
209441910;LD2;0.0012489432655589
209459529;LD2;0.000129866808656744
209459530;LD2;0.000193031814777776
209459533;LD2;3.95821176774611e-05
209459567;LD2;1.26251110099953e-05
209459570;LD2;4.36950119067718e-05
209459576;LD2;6.83086043556895e-05
209459588;LD2;9.13424608299984e-06
209459612;LD2;2.86373354528015e-07
209459617;LD2;1.08853455874421e-05
209459643;LD2;7.6042687611512e-05
209459653;LD2;4.98210859222706e-05
209459681;LD2;2.80325637728095e-05
209459694;LD2;0.000223480022913763
209459700;LD2;4.14840064164653e-05
209459711;LD2;3.08232389276236e-06
209459713;LD2;0.00020152490662802
209459763;LD2;5.14935247882849e-05
209459766;LD2;3.98667971285147e-06
209463385;LD2;0.000317359984932448
209463400;LD2;0.000356709504692742
209463496;LD2;0.00112767561123681
209463521;LD2;2.91225852625362e-05
209463564;LD2;0.000355436486945499
209522149;LD2;7.31356269388105e-05
209522246;LD2;4.6414888391513e-06
209522252;LD2;2.26124839833257e-05
209522254;LD2;2.59205908581087e-07
209522269;LD2;1.2664750063989e-05
209522322;LD2;1.55052292036849e-05
209522347;LD2;1.59929185591072e-06
209545754;LD2;4.08557405763285e-06
209545766;LD2;1.54693857504386e-05
209545791;LD2;3.30073047038091e-07
209545877;LD2;2.12301174452883e-06
209545973;LD2;1.34094432994657e-05
209582190;LD2;9.45065697001472e-06
209582325;LD2;4.15936692008289e-07
209590085;LD2;0
209590087;LD2;2.76163397615401e-09
209590089;LD2;0
209590094;LD2;0
209590095;LD2;0
209590103;LD2;5.93143822058814e-10
209590106;LD2;1.28118447678222e-11
209590107;LD2;8.44120522472011e-09
209590112;LD2;7.46301800999583e-09
209590113;LD2;3.77363007529653e-13
209590115;LD2;0
209590116;LD2;8.95942753663636e-05
209590118;LD2;0
209590119;LD2;3.52712918399028e-10
209590120;LD2;0
209590126;LD2;0
209590130;LD2;7.57909623624428e-08
209590135;LD2;0
209590136;LD2;0
209590140;LD2;3.43777949001494e-09
209590142;LD2;0
209590147;LD2;0
209590148;LD2;0
209590162;LD2;0
209590164;LD2;6.29155516439767e-12
209590167;LD2;0
209590169;LD2;0
209590171;LD2;3.84082442139491e-07
209590173;LD2;0
209590180;LD2;2.36762161472938e-08
209590186;LD2;0
209590190;LD2;0
209590193;LD2;0
209590199;LD2;0.00229761874296227
209590204;LD2;0
209590218;LD2;1.82834250778398e-05
209590219;LD2;0
209590223;LD2;3.46097831049234e-13
209590226;LD2;8.87847765097156e-10
209590230;LD2;1.79734225952423e-05
209590237;LD2;2.73461120020437e-11
209590241;LD2;1.34212233465338e-12
209590242;LD2;0
209590244;LD2;0
209590246;LD2;9.92459459061706e-10
209590258;LD2;4.0231624304993e-09
209590259;LD2;0
209590260;LD2;0
209590264;LD2;7.75519565276268e-09
209590267;LD2;0
209590278;LD2;0
209590281;LD2;0
209590282;LD2;0
209590305;LD2;0
